Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2019.MMP01188,2019.MMP01188,Incident,,North America,2019,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.3573 31.7549),-111.3573,31.7549,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01189,2019.MMP01189,Incident,,Central America,2019,August,1,,1,,,1,,Caribbean,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Líder,POINT (-99.537284533 27.596688407),-99.53728453,27.59668841,Central America,Migrante dominicano muere ahogado en el río Bravo,3,https://bit.ly/30yHJ0J
2019.MMP01190,2019.MMP01190,Incident,,Central America,2019,August,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Piedras Negras, Coahuila, Mexico",Tiempo,POINT (-100.510521798 28.693672862),-100.5105218,28.69367286,Central America,Hondureño ahogado en Río Bravo logro Salvar a su hijo,3,https://bit.ly/2LcMEhB
2019.MMP01192,2019.MMP01192,Incident,,North America,2019,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.3573 31.7549),-111.3573,31.7549,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01193,2019.MMP01193,Incident,,North America,2019,August,1,,1,1,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart",POINT (-99.8124935 28.4116514),-99.8124935,28.4116514,Northern America,Mata el calor a joven migrante,3,http://bit.ly/2LdLp1v
2019.MMP01194,2019.MMP01194,Incident,,North America,2019,August,1,,1,,,,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,POINT (-98.337147645 26.166658691),-98.33714765,26.16665869,Northern America,Three Deceased People Found by Border Patrol Agents in South Texas,5,http://bit.ly/2UfBpcj
2019.MMP01195,2019.MMP01195,Incident,,North America,2019,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,POINT (-97.6982272 26.8697147),-97.6982272,26.8697147,Northern America,Three Deceased People Found by Border Patrol Agents in South Texas,5,http://bit.ly/2UfBpcj
2019.MMP01202,2019.MMP01202,Incident,,North America,2019,August,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.73503 31.58733),-111.73503,31.58733,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01210,2019.MMP01210,Incident,,North America,2019,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.36 31.9473),-111.36,31.9473,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01212,2019.MMP01212,Incident,,Central America,2019,August,1,,1,,,1,,Central America,Drowning,"Río Bravo, near congregación Los Rodríguez, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel12",POINT (-100.508130855 28.720081978),-100.5081309,28.72008198,Central America,Muere ahogado un migrante hondureño,3,http://bit.ly/2ZrrKVZ
2019.MMP01218,2019.MMP01218,Incident,,North America,2019,August,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch in Dimmit County, Texas, USA","SuperChannel12, Zócalo",POINT (-99.8124935 28.4116514),-99.8124935,28.4116514,Northern America,Localizan posible migrante sin vida en el condado de Dimmit,3,http://bit.ly/2jSFdCs
2019.MMP01221,2019.MMP01221,Incident,,North America,2019,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.30734 31.54398),-111.30734,31.54398,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01229,2019.MMP01229,Incident,,North America,2019,September,1,,1,,,,,Latin America / Caribbean (P),Drowning,"American Canal near El Paso, El Paso County, Texas, USA",US Border Patrol,POINT (-106.492510925 31.751634696),-106.4925109,31.7516347,Northern America,Border Patrol Agents Rescue Two From Canal; Spot Body of Drowning Victim in Same Area,5,http://bit.ly/2lzTlky
2019.MMP01242,2019.MMP01242,Incident,,North America,2019,September,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Eagle Pass, Maverick County, Texas, USA","La Rancherita del Aire, Conexión Migrante",POINT (-100.507124167 28.719389777),-100.5071242,28.71938978,Northern America,Recuperan cuerpo de otro indocumentado ahogado en el río Bravo; van 13 muertos,1,http://bit.ly/2lSl3cg
2019.MMP01246,2019.MMP01246,Incident,,North America,2019,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Open Desert, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,POINT (-115.532443199 32.665583629),-115.5324432,32.66558363,Northern America,,5,
2019.MMP01247,2019.MMP01247,Incident,,Central America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near poblado Venecia, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana",POINT (-98.273011631 26.095001306),-98.27301163,26.09500131,Central America,Rescatan cuerpo de ahogado en el río Bravo en Reynosa,3,http://bit.ly/2m7mXpO
2019.MMP01249,2019.MMP01249,Incident,,North America,2019,September,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.956967 31.9518),-111.956967,31.9518,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01250,2019.MMP01250,Incident,,North America,2019,September,1,,1,,,1,,South America,Sickness / lack of access to adequate healthcare,"Hospital in San Antonio, Texas after being rescued from the Río Bravo near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,POINT (-98.4936282 29.4241219),-98.4936282,29.4241219,Northern America,Border Patrol Agents Encounter Subject with Severe Medical Complications,5,http://bit.ly/2lEKVbI
2019.MMP01255,2019.MMP01255,Incident,,North America,2019,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.11045 32.326217),-113.11045,32.326217,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01270,2019.MMP01270,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.13665 31.346883),-110.13665,31.346883,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01275,2019.MMP01275,Incident,,North America,2019,September,2,,2,35,1,1,1,Central America,Drowning,"Río Bravo, near San Felipe Creek, Del Rio, Val Verde County, Texas","CNN, Univisión, Telemundo",POINT (-100.91930746 29.326039842),-100.9193075,29.32603984,Northern America,"A Honduran mother and her toddler drowned in the Rio Grande trying to enter the US, authorities say",3,https://cnn.it/2mmuLE9
2019.MMP01285,2019.MMP01285,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,POINT (-98.226225376 26.932000971),-98.22622538,26.93200097,Northern America,Another Migrant Body Found on Texas Ranch near Mexican Border,1,http://bit.ly/2mOowJI
2019.MMP01286,2019.MMP01286,Incident,,North America,2019,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch southwest of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,POINT (-98.236322802 26.975419021),-98.2363228,26.97541902,Northern America,GRAPHIC: Remains of Migrant Found on Texas Ranch 80 Miles from Border,1,http://bit.ly/2mdSO89
2019.MMP01288,2019.MMP01288,Incident,,Central America,2019,September,2,,2,,,2,,Central America,Drowning,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel 12",POINT (-100.508059819 28.727691608),-100.5080598,28.72769161,Central America,Identifican a dos migrantes ahogados en PN,3,http://bit.ly/2mi3D9f
2019.MMP01289,2019.MMP01289,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,POINT (-98.293211367 26.962501413),-98.29321137,26.96250141,Northern America,GRAPHIC: Half-Eaten Remains of Migrant Found on Texas Ranch near Border,1,https://bit.ly/2l1grRh
2019.MMP01291,2019.MMP01291,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,POINT (-115.537249718 32.66240434),-115.5372497,32.66240434,Northern America,,5,
2019.MMP01303,2019.MMP01303,Incident,,Central America,2019,September,1,,1,,1,,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Donna-Río Bravo International Bridge, Tamaulipas, Mexico","El Mañana, Vox Pópuli",POINT (-98.076219015 26.066558588),-98.07621902,26.06655859,Central America,"Rescatan restos de mujer, ahogada en el río Bravo",3,http://bit.ly/2mjInzX
2019.MMP01304,2019.MMP01304,Incident,,North America,2019,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.040817 31.954233),-112.040817,31.954233,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01305,2019.MMP01305,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.3573 31.7549),-111.3573,31.7549,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01308,2019.MMP01308,Incident,,North America,2019,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.113217 31.9477),-112.113217,31.9477,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01309,2019.MMP01309,Incident,,North America,2019,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.436776 32.068495),-112.436776,32.068495,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01311,2019.MMP01311,Incident,,Central America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near ejido Centinela, Piedras Negras, Coahuila, Mexico",Contrapunto,POINT (-100.507922295 28.727462891),-100.5079223,28.72746289,Central America,Flota otro cuerpo en el Río Bravo,1,http://bit.ly/2kt1cAo
2019.MMP01312,2019.MMP01312,Incident,,North America,2019,September,1,,1,,,1,,Eastern Asia,Drowning,"Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times, La Jornada",POINT (-106.417258985 31.753616299),-106.417259,31.7536163,Northern America,Body of possible Chinese migrant found in border canal in El Paso's Lower Valley,3,http://bit.ly/2kSBxRB
2019.MMP01329,2019.MMP01329,Incident,,Central America,2019,September,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Ébanos Sur, Gustavo Díaz Ordaz, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana",POINT (-98.557419015 26.244371396),-98.55741902,26.2443714,Central America,Rescata PC de Díaz Ordaz cadáver de ahogado en el río Bravo,3,https://bit.ly/2mna62K
2019.MMP01330,2019.MMP01330,Incident,,North America,2019,September,1,,1,,,1,,Central America,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA",La Rancherita del Aire,POINT (-100.511400588 28.707751108),-100.5114006,28.70775111,Northern America,Recuperan cuerpo de indocumentado ahogado en el Río Bravo en Eagle Pass,1,https://bit.ly/2nuRqPr
2019.MMP01331,2019.MMP01331,Incident,,Central America,2019,September,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico","El Sol de Tampico, Hoy Tamaulipas",POINT (-98.955283124 26.394748604),-98.95528312,26.3947486,Central America,Localizan cuerpo de hombre ahogado en el río Bravo en Miguel Alemán,3,https://bit.ly/2m95op7
2019.MMP01342,2019.MMP01342,Incident,,North America,2019,September,2,,2,,,2,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Carrizo Springs, Dimmit County, Texas, USA",Zócalo,POINT (-99.919967483 28.482962437),-99.91996748,28.48296244,Northern America,Hallan sin vida a 2 migrantes mexicanos,1,https://bit.ly/2lVHCNN
2019.MMP01343,2019.MMP01343,Incident,,North America,2019,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.076083 31.752577),-112.076083,31.752577,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01344,2019.MMP01344,Incident,,North America,2019,September,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.939583 31.737639),-111.939583,31.737639,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01345,2019.MMP01345,Incident,,Central America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",El Diario de Ciudad Victoria,POINT (-97.473025612 25.875635517),-97.47302561,25.87563552,Central America,Encuentran un hombre ahogado en el borde del Rio Bravo,1,https://bit.ly/2nu0UKH
2019.MMP01359,2019.MMP01359,Incident,,North America,2019,September,1,,1,,,1,,Central America,Mixed or unknown,"Ranch located east of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,POINT (-98.090651851 27.120335347),-98.09065185,27.12033535,Northern America,Skeletal Remains of Migrants Found on Ranches near Texas Border,1,http://bit.ly/31V1r7M
2019.MMP01364,2019.MMP01364,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,POINT (-98.202154892 27.159316849),-98.20215489,27.15931685,Northern America,Skeletal Remains of Migrants Found on Ranches near Texas Border,1,http://bit.ly/31V1r7M
2019.MMP01366,2019.MMP01366,Incident,,North America,2019,September,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-109.509383 31.350967),-109.509383,31.350967,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01367,2019.MMP01367,Incident,,North America,2019,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.173233 31.361417),-110.173233,31.361417,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01368,2019.MMP01368,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.184031 32.424197),-113.184031,32.424197,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01372,2019.MMP01372,Incident,,Central America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, Rancho El Porvenir, near Nuevo Laredo, Tamaulipas, Mexico","La Tarde, La Vanguardia",POINT (-99.455439944 27.263884115),-99.45543994,27.26388412,Central America,Rescatan cadáver del Bravo,3,http://bit.ly/2plKQeW
2019.MMP01374,2019.MMP01374,Incident,,Central America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Las Piedras, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-98.232415824 26.076436014),-98.23241582,26.07643601,Central America,Localizan cuerpo de ahogado en el río Bravo en Reynosa,3,http://bit.ly/2nD4X7X
2019.MMP01377,2019.MMP01377,Incident,,North America,2019,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo, SuperChannel12",POINT (-100.507007749 28.738417959),-100.5070077,28.73841796,Northern America,Recuperan agentes cuerpo de migrante del río Bravo,3,http://bit.ly/2pog4lF
2019.MMP01382,2019.MMP01382,Incident,,North America,2019,September,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.62408 31.78558),-111.62408,31.78558,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01383,2019.MMP01383,Cumulative Incident,,North America,2019,September,1,,1,,,1,,Central America,Mixed or unknown,"Near Falfurrias, Brooks County, Texas, USA","La Prensa, Fox",POINT (-98.082678573 27.137185177),-98.08267857,27.13718518,Northern America,Encuentran cadáver de migrante salvadoreño en Texas,3,http://bit.ly/2SD2V30
2019.MMP01387,2019.MMP01387,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.2587 32.04319),-112.2587,32.04319,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01388,2019.MMP01388,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.6246 31.8646),-112.6246,31.8646,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01389,2019.MMP01389,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.16973 32.14744),-113.16973,32.14744,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01390,2019.MMP01390,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.18874 32.15341),-113.18874,32.15341,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01391,2019.MMP01391,Incident,,North America,2019,October,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.142933 32.62113),-112.142933,32.62113,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01394,2019.MMP01394,Incident,,North America,2019,October,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Los Galván Ranch, between Texas State Highway 83 and 44, Webb County, Texas, USA","Laredo Daily, Familias Unidas en Busca de una Esperanza",POINT (-99.5489187 28.0251478),-99.5489187,28.0251478,Northern America,Encuentran el cuerpo de migrante zacatecano que estaba desaparecido,3,http://bit.ly/2Iuy30m
2019.MMP01402,2019.MMP01402,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Ejido Adolfo López Mateos (KM213 of Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Diario de Ciudad Victoria",POINT (-99.495251714 27.435807331),-99.49525171,27.43580733,Central America,Recuperan cuerpo de ahogado en Nuevo Laredo,3,http://bit.ly/30WgBIu
2019.MMP01405,2019.MMP01405,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near poblado Los Guerra Viejo, Miguel Alemán, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-99.078156498 26.396783686),-99.0781565,26.39678369,Central America,Rescatan cadáver de ahogado en el río Bravo en Miguel Alemán,1,http://bit.ly/2oV1jqi
2019.MMP01406,2019.MMP01406,Incident,,North America,2019,October,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.875 32.609483),-111.875,32.609483,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01414,2019.MMP01414,Incident,,North America,2019,October,1,,1,4,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, El Sol del Bajío, Periódico Correo",POINT (-99.924087356 28.470756945),-99.92408736,28.47075695,Northern America,U.S. Border Patrol Agents Rescue Four Individuals in Distress Near Carrizo Springs,3,http://bit.ly/2BcGyJy
2019.MMP01427,2019.MMP01427,Incident,,North America,2019,October,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.1528 32.24401),-113.1528,32.24401,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01428,2019.MMP01428,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.26588 32.33532),-113.26588,32.33532,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01429,2019.MMP01429,Incident,,North America,2019,October,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.26946 32.2104),-113.26946,32.2104,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01431,2019.MMP01431,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico","Vox Pópuli, Minuto Uno Tamaulipas",POINT (-97.525930965 25.900890222),-97.52593097,25.90089022,Central America,Encuentran un hombre sin vida en el río Bravo en Matamoros,3,http://bit.ly/30QheDy
2019.MMP01433,2019.MMP01433,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near colonia Carmen Serdán, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-98.287409076 26.10367223),-98.28740908,26.10367223,Central America,Localizan cuerpo de ahogado en el río Bravo en Reynosa,1,http://bit.ly/2MrDr5r
2019.MMP01467,2019.MMP01467,Incident,,Central America,2019,October,1,,1,,,1,,Central America,Drowning,"Río Bravo, near La Playita, Reynosa, Tamaulipas, Mexico","El Mañana, Milenio",POINT (-98.332108083 26.144549817),-98.33210808,26.14454982,Central America,Otro ahogado en el Bravo,3,http://bit.ly/35tCuCp
2019.MMP01478,2019.MMP01478,Incident,,Central America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Río Bravo, near colonia Riberas del Río, Reynosa, Tamaulipas, Mexico",El Mañana,POINT (-98.264173232 26.084781401),-98.26417323,26.0847814,Central America,Cobra el Río Bravo otra vida,1,http://bit.ly/35FUlGw
2019.MMP01479,2019.MMP01479,Incident,,North America,2019,October,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.1375 32.124444),-112.1375,32.124444,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01480,2019.MMP01480,Incident,,North America,2019,October,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.218056 32.121944),-112.218056,32.121944,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01508,2019.MMP01508,Incident,,North America,2019,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.35238 32.00822),-111.35238,32.00822,Northern America,,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP01509,2019.MMP01509,Incident,,Central America,2019,October,2,,2,,,2,,Latin America / Caribbean (P),Drowning,"Río Bravo, near Poblado Los Ángeles, Miguel Alemán, Tamaulipas, Mexico","Hoy Tamaulipas, Vox Pópuli",POINT (-98.989493397 26.391025958),-98.9894934,26.39102596,Central America,Rescatan los cuerpos de dos ahogados en Miguel Alemán,3,http://bit.ly/2BAUQ6T
2019.MMP01510,2019.MMP01510,Incident,,North America,2019,October,1,,1,,,1,,Central America,Sickness / lack of access to adequate healthcare,"Hospital in Mesa, Maricopa County, Arizona, USA - 18h after being apprehended on the US-Mexico border, south of Casa Grande, Arizona, USA",US Border Patrol,POINT (-111.8762944 33.387601),-111.8762944,33.387601,Northern America,CBP Statement on Death in Custody,5,http://bit.ly/2JeIju2
2019.MMP01511,2019.MMP01511,Incident,,North America,2019,October,1,,1,13,,1,,Central America,Vehicle accident / death linked to hazardous transport,"Interstate Highway 35 (I-35) near San Antonio, Bexar County, Texas, USA",US Border Patrol,POINT (-96.2434722 38.4067887),-96.2434722,38.4067887,Northern America,CBP Statement,5,https://bit.ly/33nDzug
2019.MMP01515,2019.MMP01515,Incident,,Central America,2019,October,1,,1,,,1,,Central America,Drowning,"Río Bravo, near Ejido El Saucito, Guerrero, Coahuila, Mexico","Zócalo, La Rancherita del Aire",POINT (-100.310439594 28.340208128),-100.3104396,28.34020813,Central America,Localizan migrante muerto en El Saucito,3,http://bit.ly/2pTG4W3
