"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2019.MMP00313,2019.MMP00313,Incident,"Northern Africa",2019-03-17,2019,March,1,,1,,1,,1,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (34.037046 17.736681)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00314,2019.MMP00314,Incident,"Northern Africa",2019-03-17,2019,March,3,,3,,1,2,1,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (34.037046 17.736681)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00315,2019.MMP00315,Incident,"Northern Africa",2019-03-17,2019,March,1,,1,,1,,,"Eastern Africa (P)",Violence,"Sahara Desert crossing","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (27.694968 19.618357)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00316,2019.MMP00316,Incident,"Central America",2019-03-17,2019,March,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",,"Train tracks near Avenida Vergel, sector centro, Gómez Palacio, Durango, Mexico",Milenio,"POINT (-103.492111623 25.56391416)","Central America","Migrante muere arrollado por el tren en Gómez Palacio",1,http://bit.ly/2Y8xOOy
2019.MMP00317,2019.MMP00317,Incident,"Northern Africa",2019-03-17,2019,March,,19,19,,1,,,"Northern Africa",Drowning,"Western Africa / Atlantic route to the Canary Islands","Off the coast of Sidi Warzeg, Sidi Ifni, near Agadir, Morocco","Hams News, Ali Zoubeidi via Twitter ","POINT (-10.453333285 29.425766218)","Northern Africa","فاجعة تهز سيدي إفني..غرق قارب على متنه 20 مهاجرا سريا أغلبهم ينحدر من هذه المدينة",3,https://twitter.com/alzoubeidi/status/1107329875013193731
2019.MMP00318,2019.MMP00318,Incident,"Western Africa",2019-03-17,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (7.98974 16.97314)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00319,2019.MMP00319,Incident,"Middle Africa",2019-03-17,2019,March,2,,2,,,2,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (18.303248 21.524523)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00320,2019.MMP00320,Incident,"Northern Africa",2019-03-17,2019,March,1,,1,,,1,,Unknown,Violence,"Sahara Desert crossing","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (21.993292 23.848018)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00321,2019.MMP00321,Incident,"Western Africa",2019-03-18,2019,March,3,,3,,,3,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.518697 19.968086)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00322,2019.MMP00322,Incident,"Northern Africa",2019-03-18,2019,March,1,,1,,,1,,Unknown,"Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (21.835454 23.84594)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00323,2019.MMP00323,Incident,Mediterranean,2019-03-18,2019,March,3,,3,52,,,,Unknown,Drowning,"Western Mediterranean","Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Huffington Post Maghreb","POINT (-2.799562392 35.267895221)",Uncategorized,"Plus de 50 migrants secourus par la Marine royale au large de Nador",4,http://bit.ly/2TVZas5 http://bit.ly/2HHj7MI
2019.MMP00324,2019.MMP00324,Incident,Mediterranean,2019-03-19,2019,March,1,3,4,15,,1,,Unknown,Drowning,"Central Mediterranean","Between Sabratah and Surman, Libya","IOM Libya","POINT (12.530851413 32.816243467)",Uncategorized,"Baby's body found after shipwreck off Libyan coast",4,http://bit.ly/2ue4qZx https://bit.ly/2TR74nh https://bit.ly/2UJ88Gh
2019.MMP00325,2019.MMP00325,Incident,Mediterranean,2019-03-19,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)",Drowning,"Western Mediterranean","Body recovered off the coast of Aguadú, Melilla, Spain (Alboran Sea)","La Vanguardia, El Faro de Melilla","POINT (-2.951115677 35.320534947)",Uncategorized,"Hallan en la costa de Melilla el cadáver de joven con un chaleco salvavidas",3,http://bit.ly/2uCBhaL http://bit.ly/2YHKg8k
2019.MMP00326,2019.MMP00326,Incident,"Middle Africa",2019-03-19,2019,March,2,,2,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Libreville, Gabon","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (9.483392 0.439018)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00327,2019.MMP00327,Incident,"Western Africa",2019-03-19,2019,March,1,,1,,1,,,"Sub-Saharan Africa (P)",Violence,,"Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-8.023181 12.699137)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00328,2019.MMP00328,Incident,"Western Africa",2019-03-19,2019,March,1,,1,,,,,"Sub-Saharan Africa (P)",Violence,,"Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.520122 12.432517)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00329,2019.MMP00329,Incident,"Western Africa",2019-03-19,2019,March,1,,1,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.520122 12.432517)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00330,2019.MMP00330,Incident,"Western Africa",2019-03-19,2019,March,3,,3,,,3,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.518697 19.968086)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00331,2019.MMP00331,Incident,"Middle Africa",2019-03-19,2019,March,1,,1,,,1,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Unspecified location, Chad ","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (18.303248 21.524523)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00332,2019.MMP00332,Incident,"Northern Africa",2019-03-19,2019,March,2,,2,,,2,,Unknown,"Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Rabyanah, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (21.977284657 24.228361376)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00333,2019.MMP00333,Incident,"Western Africa",2019-03-20,2019,March,2,,2,,,2,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (7.98974 16.97314)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00334,2019.MMP00334,Incident,"Northern Africa",2019-03-20,2019,March,2,,2,,2,,,Unknown,"Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (16.534439 25.492777)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00335,2019.MMP00335,Incident,"Northern Africa",2019-03-20,2019,March,2,,2,,,2,,Unknown,Violence,"Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00336,2019.MMP00336,Incident,"Northern Africa",2019-03-20,2019,March,1,,1,,1,,,Unknown,"Mixed or unknown","Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00337,2019.MMP00337,Incident,"Northern Africa",2019-03-20,2019,March,2,,2,,2,,,Unknown,"Sickness / lack of access to adequate healthcare",,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00338,2019.MMP00338,Incident,"Northern Africa",2019-03-20,2019,March,3,,3,,,3,,Unknown,"Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (16.534439 25.492777)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00339,2019.MMP00339,Incident,"Western Africa",2019-03-20,2019,March,5,,5,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.019296 16.230954)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00340,2019.MMP00340,Incident,"Central America",2019-03-20,2019,March,1,,1,,,1,,"Central America",Violence,,"Town of Nueva Patria (Santo Domingo), Municipality of Durango, State of Durango, Mexico",Notiver,"POINT (-105.4576698 24.0571489)","Central America","Asesinan a migrante!",1,https://bit.ly/2JFeB4c
2019.MMP00341,2019.MMP00341,Incident,"North America",2019-03-21,2019,March,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.1166 32.34555)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00343,2019.MMP00343,Incident,"Western Africa",2019-03-21,2019,March,1,,1,,1,,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Cinkassé, Togo-Burkina Faso border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (0.009824 11.115414)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00344,2019.MMP00344,Incident,"Western Africa",2019-03-21,2019,March,1,,1,,1,,1,"Sub-Saharan Africa (P)","Mixed or unknown",,"Cotonou, Benin","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (2.300038 6.362728)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00345,2019.MMP00345,Incident,"Western Africa",2019-03-21,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Banfora, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-4.744354 10.621309)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00346,2019.MMP00346,Incident,"Eastern Africa",2019-03-21,2019,March,1,,1,,1,,,"Eastern Africa (P)","Mixed or unknown",,"Galkayo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (47.412245 6.765396)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00347,2019.MMP00347,Incident,"Western Africa",2019-03-21,2019,March,2,,2,,,2,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.518697 19.968086)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00348,2019.MMP00348,Incident,"Northern Africa",2019-03-21,2019,March,2,,2,,,2,,Unknown,"Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Tajarhi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.472697249 24.363891405)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00349,2019.MMP00349,Incident,"Middle Africa",2019-03-21,2019,March,1,,1,,1,,1,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert crossing","Chad Ennis, near border with Libya, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (17.929712 22.319486)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00350,2019.MMP00350,Incident,"Northern Africa",2019-03-22,2019,March,2,,2,,1,1,,Unknown,"Mixed or unknown","Sahara Desert crossing","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.03511 31.76402)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00351,2019.MMP00351,Incident,"Northern Africa",2019-03-22,2019,March,2,,2,,1,1,,Unknown,"Mixed or unknown","Sahara Desert crossing","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.03511 31.76402)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00352,2019.MMP00352,Incident,"Western Africa",2019-03-22,2019,March,1,,1,,1,,1,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Dakar, Senegal","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-17.263067 14.76791)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00353,2019.MMP00353,Incident,"Western Africa",2019-03-22,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Pô, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.142613 11.154918)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00354,2019.MMP00354,Incident,"Western Africa",2019-03-22,2019,March,2,,2,,2,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Kantchari, Burkina Faso, near border with Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (1.521893 12.479276)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00355,2019.MMP00355,Incident,"Western Africa",2019-03-22,2019,March,1,,1,,1,,1,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Koupéla, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-0.34371 12.167129)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00356,2019.MMP00356,Incident,Mediterranean,2019-03-22,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)",Drowning,"Western Mediterranean","Body recovered on Playa de Horcas Coloradas, near Aguadú, Melilla, Spain (Alboran Sea)","El Faro de Melilla, Europa Press","POINT (-2.955065558 35.324581078)",Uncategorized,"Hallan en Melilla el cadáver de una mujer, el segundo en 3 días",3,http://bit.ly/2OFEf7r http://bit.ly/2TQg07y
2019.MMP00358,"2019.MMP00358352,2019.MMP00358353","Split Incident","South-eastern Asia",2019-03-23,2019,March,8,2,10,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",,"Sa Setthi intersection in Tambon Ban Mai, Tha Muang district, Kanchanaburi, Thailand - en route to Myanmar,Sa Setthi intersection in Tambon Ban Mai, Tha Muang district, Kanchanaburi, Thailand - en route to Myanmar","The Nation, Vietnam+","POINT (99.587248724 13.865704815)","South-eastern Asia","Eight migrant workers killed, two missing in Kanchanaburi road accident",3,http://bit.ly/2YqrMsT
2019.MMP00360,2019.MMP00360,Incident,Mediterranean,2019-03-23,2019,March,,41,41,,,,,Unknown,Drowning,"Central Mediterranean","Off the coast of Sabratha, Libya","IOM Italy, Mediterranea Rescue","POINT (12.432737423 32.837325915)",Uncategorized,,4,http://bit.ly/2CEoDMW http://bit.ly/2YrtWZd http://bit.ly/2TWdwd1 http://bit.ly/2HYLzum
2019.MMP00361,2019.MMP00361,Incident,Mediterranean,2019-03-23,2019,March,,8,8,,,,,"Northern Africa",Drowning,"Central Mediterranean","Off the coast of Mahdia, Tunisia","Shems FM","POINT (11.078928259 35.317034468)",Uncategorized,"Mahdia : 7 migrants clandestins portés disparus",3,http://bit.ly/2U1K4C4
2019.MMP00362,2019.MMP00362,Incident,"Northern Africa",2019-03-23,2019,March,1,,1,,,1,,Unknown,"Sickness / lack of access to adequate healthcare",,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00363,2019.MMP00363,Incident,"Northern Africa",2019-03-23,2019,March,2,,2,,1,1,1,Unknown,"Mixed or unknown","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (21.835454 23.84594)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00364,2019.MMP00364,Incident,"Northern Africa",2019-03-23,2019,March,1,,1,,,1,,Unknown,Violence,"Sahara Desert crossing","El Fasher, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (25.35563 13.62432)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00365,2019.MMP00365,Incident,"Northern Africa",2019-03-23,2019,March,1,,1,,,1,,Unknown,"Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Unspecified location in the desert, Sudan, near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (26.087168 20.293406)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00366,2019.MMP00366,Incident,"Western Africa",2019-03-24,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (7.98974 16.97314)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00367,2019.MMP00367,Incident,"Western Africa",2019-03-24,2019,March,3,,3,,1,1,,"Sub-Saharan Africa (P)","Mixed or unknown",,"Ouagadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-1.520122 12.432517)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00368,2019.MMP00368,Incident,"Middle Africa",2019-03-24,2019,March,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Ndjamena, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (15.133711 12.135542)","Middle Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00369,2019.MMP00369,Incident,"North America",2019-03-24,2019,March,2,,2,,,1,1,"South America","Vehicle accident / death linked to hazardous transport","US-Mexico border crossing","Road near Laredo, Webb County, Texas, USA","El Mercurio, Bello Ecuador","POINT (-99.478838605 27.403037242)","Northern America","Migrantes mueren en frontera de EE.UU",3,http://bit.ly/2FO7KA3 http://bit.ly/2TSR2o3
2019.MMP00370,2019.MMP00370,Incident,Europe,2019-03-24,2019,March,1,,1,,,1,,"Western Asia",Drowning,,"Evros River, near Feres, Greece",E-Evros,"POINT (26.249464612 40.886871122)","Southern Europe","κάτι τρέχει στον έβρο",1,https://bit.ly/2Gah8PN
2019.MMP00371,2019.MMP00371,Incident,"Western Asia",2019-03-24,2019,March,1,,1,,,1,,"Western / Southern Asia (P)",Drowning,"Turkey-Europe land route","Evros/Meriç river, near Yenikarpuzlu, Edirne, Turkey","UNHCR, Hurriyet","POINT (26.233806481 40.858181571)","Western Asia","Meriç Nehri'nde erkek cesedi bulundu",4,http://bit.ly/2LL01r5
2019.MMP00374,2019.MMP00374,Incident,"North America",2019-03-26,2019,March,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.569833 31.823)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00375,2019.MMP00375,Incident,"Central America",2019-03-25,2019,March,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",,"Train tracks in Teacalco, Tlaxcala, Mexico","Megalópolis, Línea de contraste","POINT (-98.069823988 19.334475177)","Central America","Muere migrante hondureño al sufrir golpe en la cabeza y caer del tren La Bestia",3,http://bit.ly/2uvDIvH
2019.MMP00377,2019.MMP00377,Incident,Mediterranean,2019-03-26,2019,March,4,,4,11,,3,,"Southern Asia",Drowning,"Eastern Mediterranean","Off the coast of Ayvacık district, Çanakkale province, Turkey","Turkish Coast Guard via IOM Turkey","POINT (26.378816196 39.441975592)",Uncategorized,,5,http://bit.ly/2YmiPAN
2019.MMP00378,2019.MMP00378,Incident,Mediterranean,2019-03-26,2019,March,1,,1,,,,,Unknown,Drowning,"Western Mediterranean","Body recovered on Playa del Tarajal, Ceuta, Spain (Strait of Gibraltar)","Ceuta al día, El Pueblo de Ceuta","POINT (-5.343037666 35.871901876)",Uncategorized,"El temporal saca del fondo del mar un cadáver tan descompuesto que no se sabe si es hombre o mujer",3,http://bit.ly/2uyj7qO http://bit.ly/2uwj5zC
2019.MMP00379,2019.MMP00379,Incident,"Northern Africa",2019-03-26,2019,March,1,,1,,1,,,Unknown,"Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.44099 27.02249)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00380,2019.MMP00380,Incident,"Northern Africa",2019-03-26,2019,March,2,,2,,2,,,Unknown,"Mixed or unknown","Sahara Desert crossing","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.633161 24.934383)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00381,2019.MMP00381,Incident,Mediterranean,2019-03-26,2019,March,1,,1,,,,,Unknown,Drowning,"Western Mediterranean","Body recovered on beach near Tetouan, Morocco (Strait of Gibraltar)","El Pueblo de Ceuta","POINT (-5.275650104 35.635115913)",Uncategorized,"La Guardia Civil halla un cuerpo sin vida en avanzado estado de descomposición en la playa del Tarajal",1,http://bit.ly/2uwj5zC
2019.MMP00382,2019.MMP00382,Incident,"North America",2019-03-27,2019,March,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Desert, Calexico, Imperial County, California, USA",,"POINT (-115.603940163 32.663359493)","Northern America",,,
2019.MMP00383,2019.MMP00383,Incident,"Western Africa",2019-03-27,2019,March,2,,2,,1,1,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Bobo-Dioulasso, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-4.316257 11.127705)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00384,2019.MMP00384,Incident,"Western Africa",2019-03-27,2019,March,2,,2,,,2,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",,"Kamsar, Guinea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (-14.558985 10.667984)","Western Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00385,2019.MMP00385,Incident,"Eastern Africa",2019-03-27,2019,March,1,,1,,,1,,"Eastern Africa (P)","Sickness / lack of access to adequate healthcare",,"Kismaayo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (42.547825 -0.339543)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00388,"2019.MMP00388383,2019.MMP00388384","Split Incident",Mediterranean,2019-03-28,2019,March,,2,2,36,,,2,"Western / Southern Asia (P)",Drowning,"Eastern Mediterranean","Off the coast of Chios, Greece","Hellenic Coast Guard via IOM Greece","POINT (26.172509474 38.362368697)",Uncategorized,,5,
2019.MMP00390,2019.MMP00390,Incident,Europe,2019-03-29,2019,March,1,,1,,,,,Unknown,Drowning,,"Evros River, near Feres, Greece","Hellenic Police via UNHCR","POINT (26.221849981 40.880966337)","Southern Europe",,1,
2019.MMP00391,2019.MMP00391,Incident,"North America",2019-03-30,2019,March,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.72103 32.1248)","Northern America",,5,http://www.humaneborders.info/app/mapa.asp
2019.MMP00392,2019.MMP00392,Incident,Europe,2019-03-31,2019,March,1,,1,14,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport","Western Balkans","Along Udovo-Demir Kapija road, near Vodisirska river, North Macedonia","North Macedonia Ministry of Interior via IOM Skopje","POINT (22.22212315 41.420003177)","Southern Europe",,5,
2019.MMP00393,2019.MMP00393,Incident,"Northern Africa",2019-03-31,2019,March,1,,1,,1,,,"Eastern Africa (P)",Violence,"Sahara Desert crossing","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (34.037046 17.736681)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00394,2019.MMP00394,Incident,"Northern Africa",2019-03-31,2019,March,1,,1,,1,,,"Eastern Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (22.255737 23.527344)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP00395,2019.MMP00395,Incident,Europe,2019-03-31,2019,March,1,,1,,,,1,"Northern Africa","Accidental death","Western Balkans","Forest area north of Javornik, north-west of Plitvice lakes, Croatia ","Police Directorate of Lika Senj, HGSS (Croatian mountain rescue service), Novi list, Lika online","POINT (15.4764107 44.9837039)","Southern Europe","Nastradao migrant? Iz 70 metara duboke jame kod Vrhovina izvučeno beživotno tijelo muškarca",5,http://bit.ly/2YN6OVc
2019.MMP00396,2019.MMP00396,Incident,Caribbean,2019-03-31,2019,March,15,4,19,,14,,,Caribbean,Drowning,,"Off the coast of West Caicos, Turks and Caicos Islands","US Coast Guard, Royal Turks and Caicos Islands Police Force","POINT (-72.464247664 21.544304856)",Caribbean,"At least 15 Haitians dead after boat sinks off Turks and Caicos in shark-infested waters",5,http://bit.ly/2Iqo8tB
2019.MMP00397,2019.MMP00397,Incident,Mediterranean,2019-04-01,2019,April,1,,1,12,,1,,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water","Western Mediterranean","After disembarkation in Port of Tarifa, Cádiz, Spain (rescued from boat in Gibraltar Strait)","Europa Sur, ABC","POINT (-5.77366968 35.980298765)",Uncategorized,"Muere un migrante tras ser rescatado junto a otras 12 personas en el Estrecho",3,http://bit.ly/2FIuwcB http://bit.ly/2uDo2GR
2019.MMP00399,2019.MMP00399,Incident,Mediterranean,2019-04-01,2019,April,,50,50,,,,,Unknown,Drowning,"Central Mediterranean","Unspecified location off the coast of Zuwara, Libya","Alarm Phone, Sea-Eye","POINT (12.308126103 33.307272562)",Uncategorized,,4,http://bit.ly/2YKbP0W http://bit.ly/2FTlvi9
2019.MMP00401,2019.MMP00401,Incident,Mediterranean,2019-04-02,2019,April,1,,1,,,,,Unknown,Drowning,"Western Mediterranean","Off the coast of Al-Hoceima, Morocco (Alboran Sea)","Association Marocaine des Droits Humains - Section Nador","POINT (-3.963637678 35.358181389)",Uncategorized,,4,https://www.facebook.com/AmdhNador/posts/2302608666618062
